ID,YEAR,CAUSE_NAME,STATE,DEATHS,AADR
4021,2007,Homicide,Nevada,188,7.17
4022,2007,Influenza and pneumonia,Nevada,408,19.21
4023,2007,Kidney Disease,Nevada,461,21.25
4024,2007,Parkinson's disease,Nevada,98,4.79
4025,2007,Pneumonitis due to solids and liquids,Nevada,111,5.68
4026,2007,Septicemia,Nevada,414,18.02
4027,2007,Stroke,Nevada,850,39.81
4028,2007,Suicide,Nevada,471,18.03
4029,2007,Unintentional Injuries,Nevada,1212,48.05
4030,2007,All Causes,New Hampshire,10303,733.2
4031,2007,Alzheimer's disease,New Hampshire,418,29.53
4032,2007,Cancer,New Hampshire,2609,184.68
4033,2007,Chronic liver disease and cirrhosis,New Hampshire,116,7.73
4034,2007,Chronic lower respiratory disease,New Hampshire,611,44.15
4035,2007,Diabetes,New Hampshire,280,20.17
4036,2007,Diseases of Heart,New Hampshire,2511,176.89
4037,2007,Essential hypertension and hypertensive renal disease,New Hampshire,69,4.87
4038,2007,Homicide,New Hampshire,14,*
4039,2007,Influenza and pneumonia,New Hampshire,207,14.69
4040,2007,Kidney Disease,New Hampshire,149,10.81
4041,2007,Parkinson's disease,New Hampshire,86,6.33
4042,2007,Pneumonitis due to solids and liquids,New Hampshire,60,4.22
4043,2007,Septicemia,New Hampshire,118,8.19
4044,2007,Stroke,New Hampshire,489,34.77
4045,2007,Suicide,New Hampshire,158,11.15
4046,2007,Unintentional Injuries,New Hampshire,527,38.95
4047,2007,All Causes,New Jersey,69662,726.9
4048,2007,Alzheimer's disease,New Jersey,1823,18.24
4049,2007,Cancer,New Jersey,17096,180.09
4050,2007,Chronic liver disease and cirrhosis,New Jersey,646,6.71
4051,2007,Chronic lower respiratory disease,New Jersey,2991,31.35
4052,2007,Diabetes,New Jersey,2329,24.41
4053,2007,Diseases of Heart,New Jersey,18831,193.04
4054,2007,Essential hypertension and hypertensive renal disease,New Jersey,595,6.07
4055,2007,Homicide,New Jersey,403,4.84
4056,2007,Influenza and pneumonia,New Jersey,1343,13.76
4057,2007,Kidney Disease,New Jersey,1690,17.46
4058,2007,Parkinson's disease,New Jersey,601,6.24
4059,2007,Pneumonitis due to solids and liquids,New Jersey,557,5.67
4060,2007,Septicemia,New Jersey,1733,18.08
4061,2007,Stroke,New Jersey,3492,35.96
4062,2007,Suicide,New Jersey,596,6.67
4063,2007,Unintentional Injuries,New Jersey,2425,26.91
4064,2007,All Causes,New Mexico,15482,778.6
4065,2007,Alzheimer's disease,New Mexico,322,17.1
4066,2007,Cancer,New Mexico,3238,158.07
4067,2007,Chronic liver disease and cirrhosis,New Mexico,372,17.97
4068,2007,Chronic lower respiratory disease,New Mexico,884,45.06
4069,2007,Diabetes,New Mexico,673,33.15
4070,2007,Diseases of Heart,New Mexico,3305,167.17
4071,2007,Essential hypertension and hypertensive renal disease,New Mexico,99,5.11
4072,2007,Homicide,New Mexico,160,8.19
4073,2007,Influenza and pneumonia,New Mexico,298,15.5
4074,2007,Kidney Disease,New Mexico,252,12.8
4075,2007,Parkinson's disease,New Mexico,163,8.59
4076,2007,Pneumonitis due to solids and liquids,New Mexico,83,4.32
4077,2007,Septicemia,New Mexico,166,8.27
4078,2007,Stroke,New Mexico,804,41.29
4079,2007,Suicide,New Mexico,401,20.29
4080,2007,Unintentional Injuries,New Mexico,1329,67.7
4081,2007,All Causes,New York,147680,698.9
4082,2007,Alzheimer's disease,New York,1999,9.07
4083,2007,Cancer,New York,35485,169.8
4084,2007,Chronic liver disease and cirrhosis,New York,1308,6.27
4085,2007,Chronic lower respiratory disease,New York,6561,31.26
4086,2007,Diabetes,New York,3715,17.73
4087,2007,Diseases of Heart,New York,49528,230.35
4088,2007,Essential hypertension and hypertensive renal disease,New York,1645,7.65
4089,2007,Homicide,New York,840,4.4
4090,2007,Influenza and pneumonia,New York,4431,20.49
4091,2007,Kidney Disease,New York,2387,11.21
4092,2007,Parkinson's disease,New York,878,4.14
4093,2007,Pneumonitis due to solids and liquids,New York,730,3.36
4094,2007,Septicemia,New York,2343,11.11
4095,2007,Stroke,New York,6160,28.82
4096,2007,Suicide,New York,1396,7.05
4097,2007,Unintentional Injuries,New York,5160,25.65
4098,2007,All Causes,North Carolina,76046,838.5
4099,2007,Alzheimer's disease,North Carolina,2460,28.68
4100,2007,Cancer,North Carolina,17478,187.11
4101,2007,Chronic liver disease and cirrhosis,North Carolina,888,9.12
4102,2007,Chronic lower respiratory disease,North Carolina,4231,46.89
4103,2007,Diabetes,North Carolina,2156,23.33
4104,2007,Diseases of Heart,North Carolina,17395,192.96
4105,2007,Essential hypertension and hypertensive renal disease,North Carolina,680,7.61
4106,2007,Homicide,North Carolina,674,7.42
4107,2007,Influenza and pneumonia,North Carolina,1645,18.71
4108,2007,Kidney Disease,North Carolina,1723,19.12
4109,2007,Parkinson's disease,North Carolina,542,6.29
4110,2007,Pneumonitis due to solids and liquids,North Carolina,698,8
4111,2007,Septicemia,North Carolina,1207,13.33
4112,2007,Stroke,North Carolina,4530,51.05
4113,2007,Suicide,North Carolina,1077,11.63
4114,2007,Unintentional Injuries,North Carolina,4389,48.27
4115,2007,All Causes,North Dakota,5561,680.4
4116,2007,Alzheimer's disease,North Dakota,395,42.04
4117,2007,Cancer,North Dakota,1264,162.61
4118,2007,Chronic liver disease and cirrhosis,North Dakota,43,6.1
4119,2007,Chronic lower respiratory disease,North Dakota,265,32.69
4120,2007,Diabetes,North Dakota,226,28.07
4121,2007,Diseases of Heart,North Dakota,1414,165.92
4122,2007,Essential hypertension and hypertensive renal disease,North Dakota,72,8.2
4123,2007,Homicide,North Dakota,14,*
4124,2007,Influenza and pneumonia,North Dakota,133,14.94
4125,2007,Kidney Disease,North Dakota,56,6.32
4126,2007,Parkinson's disease,North Dakota,58,6.88
4127,2007,Pneumonitis due to solids and liquids,North Dakota,44,4.9
4128,2007,Septicemia,North Dakota,27,3.37
4129,2007,Stroke,North Dakota,330,37.92
4130,2007,Suicide,North Dakota,95,14.17
4131,2007,Unintentional Injuries,North Dakota,279,38.87
4132,2007,All Causes,Ohio,106534,831.1
4133,2007,Alzheimer's disease,Ohio,3671,27.88
4134,2007,Cancer,Ohio,25230,196.33
4135,2007,Chronic liver disease and cirrhosis,Ohio,1152,8.98
4136,2007,Chronic lower respiratory disease,Ohio,6454,50.35
4137,2007,Diabetes,Ohio,3722,28.96
4138,2007,Diseases of Heart,Ohio,26757,205.65
4139,2007,Essential hypertension and hypertensive renal disease,Ohio,1211,9.3
4140,2007,Homicide,Ohio,639,5.74
4141,2007,Influenza and pneumonia,Ohio,1743,13.41
4142,2007,Kidney Disease,Ohio,1747,13.52
4143,2007,Parkinson's disease,Ohio,870,6.79
4144,2007,Pneumonitis due to solids and liquids,Ohio,810,6.22
4145,2007,Septicemia,Ohio,1220,9.49
4146,2007,Stroke,Ohio,5905,45.48
4147,2007,Suicide,Ohio,1295,11.06
4148,2007,Unintentional Injuries,Ohio,4922,41.29
4149,2007,All Causes,Oklahoma,36032,945.1
4150,2007,Alzheimer's disease,Oklahoma,927,24.78
4151,2007,Cancer,Oklahoma,7727,198.48
4152,2007,Chronic liver disease and cirrhosis,Oklahoma,505,13.05
4153,2007,Chronic lower respiratory disease,Oklahoma,2386,62.06
4154,2007,Diabetes,Oklahoma,1148,29.8
4155,2007,Diseases of Heart,Oklahoma,9602,251.14
4156,2007,Essential hypertension and hypertensive renal disease,Oklahoma,245,6.49
4157,2007,Homicide,Oklahoma,251,6.89
4158,2007,Influenza and pneumonia,Oklahoma,801,21.15
4159,2007,Kidney Disease,Oklahoma,623,16.41
4160,2007,Parkinson's disease,Oklahoma,294,7.87
4161,2007,Pneumonitis due to solids and liquids,Oklahoma,226,6.02
4162,2007,Septicemia,Oklahoma,444,11.63
4163,2007,Stroke,Oklahoma,2126,56.24
4164,2007,Suicide,Oklahoma,531,14.68
4165,2007,Unintentional Injuries,Oklahoma,2149,58.81
4166,2007,All Causes,Oregon,31403,756
4167,2007,Alzheimer's disease,Oregon,1200,27.9
4168,2007,Cancer,Oregon,7393,178.8
4169,2007,Chronic liver disease and cirrhosis,Oregon,466,11.19
4170,2007,Chronic lower respiratory disease,Oregon,1892,46.14
4171,2007,Diabetes,Oregon,1113,27.03
4172,2007,Diseases of Heart,Oregon,6655,157.56
4173,2007,Essential hypertension and hypertensive renal disease,Oregon,356,8.32
4174,2007,Homicide,Oregon,81,2.17
4175,2007,Influenza and pneumonia,Oregon,477,11.2
4176,2007,Kidney Disease,Oregon,426,10.2
4177,2007,Parkinson's disease,Oregon,328,8.01
4178,2007,Pneumonitis due to solids and liquids,Oregon,200,4.7
4179,2007,Septicemia,Oregon,229,5.62
4180,2007,Stroke,Oregon,1835,43.74
4181,2007,Suicide,Oregon,594,15.31
4182,2007,Unintentional Injuries,Oregon,1646,41.79
4183,2007,All Causes,Pennsylvania,125104,793.2
4184,2007,Alzheimer's disease,Pennsylvania,3505,20.34
4185,2007,Cancer,Pennsylvania,29014,186.93
4186,2007,Chronic liver disease and cirrhosis,Pennsylvania,1084,7.3
4187,2007,Chronic lower respiratory disease,Pennsylvania,6077,38.08
4188,2007,Diabetes,Pennsylvania,3442,21.92
4189,2007,Diseases of Heart,Pennsylvania,32862,201.34
4190,2007,Essential hypertension and hypertensive renal disease,Pennsylvania,996,6.06
4191,2007,Homicide,Pennsylvania,750,6.25
4192,2007,Influenza and pneumonia,Pennsylvania,2555,15.48
4193,2007,Kidney Disease,Pennsylvania,2965,18.31
4194,2007,Parkinson's disease,Pennsylvania,1162,7.06
4195,2007,Pneumonitis due to solids and liquids,Pennsylvania,1078,6.45
4196,2007,Septicemia,Pennsylvania,2479,15.68
4197,2007,Stroke,Pennsylvania,7152,43.43
4198,2007,Suicide,Pennsylvania,1441,11.06
4199,2007,Unintentional Injuries,Pennsylvania,5568,40.78
4200,2007,All Causes,Rhode Island,9723,747.2
4201,2007,Alzheimer's disease,Rhode Island,328,22.2
4202,2007,Cancer,Rhode Island,2213,178.36
4203,2007,Chronic liver disease and cirrhosis,Rhode Island,119,9.87
4204,2007,Chronic lower respiratory disease,Rhode Island,421,32.46
4205,2007,Diabetes,Rhode Island,248,19.13
4206,2007,Diseases of Heart,Rhode Island,2751,203.04
4207,2007,Essential hypertension and hypertensive renal disease,Rhode Island,59,4.37
4208,2007,Homicide,Rhode Island,24,2.22
4209,2007,Influenza and pneumonia,Rhode Island,224,16.08
4210,2007,Kidney Disease,Rhode Island,167,12.63
4211,2007,Parkinson's disease,Rhode Island,96,7.42
4212,2007,Pneumonitis due to solids and liquids,Rhode Island,83,6.13
4213,2007,Septicemia,Rhode Island,150,11.65
4214,2007,Stroke,Rhode Island,457,33.35
4215,2007,Suicide,Rhode Island,96,8.78
4216,2007,Unintentional Injuries,Rhode Island,416,34.66
4217,2007,All Causes,South Carolina,39439,873.9
4218,2007,Alzheimer's disease,South Carolina,1396,33.57
4219,2007,Cancer,South Carolina,8867,188.47
4220,2007,Chronic liver disease and cirrhosis,South Carolina,512,10.43
4221,2007,Chronic lower respiratory disease,South Carolina,2036,44.94
4222,2007,Diabetes,South Carolina,1231,26.73
4223,2007,Diseases of Heart,South Carolina,8992,199.91
4224,2007,Essential hypertension and hypertensive renal disease,South Carolina,406,9.12
4225,2007,Homicide,South Carolina,382,8.59
4226,2007,Influenza and pneumonia,South Carolina,723,16.75
4227,2007,Kidney Disease,South Carolina,806,17.93
4228,2007,Parkinson's disease,South Carolina,276,6.42
4229,2007,Pneumonitis due to solids and liquids,South Carolina,246,5.68
4230,2007,Septicemia,South Carolina,700,15.36
4231,2007,Stroke,South Carolina,2466,55.84
4232,2007,Suicide,South Carolina,530,11.62
4233,2007,Unintentional Injuries,South Carolina,2364,53.18
4234,2007,All Causes,South Dakota,6826,712.9
4235,2007,Alzheimer's disease,South Dakota,346,32.07
4236,2007,Cancer,South Dakota,1612,174.28
4237,2007,Chronic liver disease and cirrhosis,South Dakota,95,11.39
4238,2007,Chronic lower respiratory disease,South Dakota,457,47.97
4239,2007,Diabetes,South Dakota,247,26.12
4240,2007,Diseases of Heart,South Dakota,1633,164.85
4241,2007,Essential hypertension and hypertensive renal disease,South Dakota,69,6.69
4242,2007,Homicide,South Dakota,15,*
4243,2007,Influenza and pneumonia,South Dakota,189,18.65
4244,2007,Kidney Disease,South Dakota,77,7.7
4245,2007,Parkinson's disease,South Dakota,61,6.13
4246,2007,Pneumonitis due to solids and liquids,South Dakota,52,5.11
4247,2007,Septicemia,South Dakota,60,6.19
4248,2007,Stroke,South Dakota,410,40.24
4249,2007,Suicide,South Dakota,102,12.52
4250,2007,Unintentional Injuries,South Dakota,366,42.47
4251,2007,All Causes,Tennessee,57087,905.4
4252,2007,Alzheimer's disease,Tennessee,2276,38.22
4253,2007,Cancer,Tennessee,13161,201.57
4254,2007,Chronic liver disease and cirrhosis,Tennessee,629,9.18
4255,2007,Chronic lower respiratory disease,Tennessee,3167,50.02
4256,2007,Diabetes,Tennessee,1700,26.66
4257,2007,Diseases of Heart,Tennessee,14280,227.24
4258,2007,Essential hypertension and hypertensive renal disease,Tennessee,528,8.54
4259,2007,Homicide,Tennessee,475,7.77
4260,2007,Influenza and pneumonia,Tennessee,1438,23.53
4261,2007,Kidney Disease,Tennessee,831,13.31
4262,2007,Parkinson's disease,Tennessee,387,6.41
4263,2007,Pneumonitis due to solids and liquids,Tennessee,534,8.7
4264,2007,Septicemia,Tennessee,698,10.97
4265,2007,Stroke,Tennessee,3450,55.93
4266,2007,Suicide,Tennessee,844,13.35
4267,2007,Unintentional Injuries,Tennessee,3257,52.44
4268,2007,All Causes,Texas,160548,803.1
4269,2007,Alzheimer's disease,Texas,4814,26.77
4270,2007,Cancer,Texas,35074,171.89
4271,2007,Chronic liver disease and cirrhosis,Texas,2535,11.38
4272,2007,Chronic lower respiratory disease,Texas,8107,42.19
4273,2007,Diabetes,Texas,5109,25.3
4274,2007,Diseases of Heart,Texas,38912,200.11
4275,2007,Essential hypertension and hypertensive renal disease,Texas,1515,7.92
4276,2007,Homicide,Texas,1495,6.2
4277,2007,Influenza and pneumonia,Texas,3230,17.04
4278,2007,Kidney Disease,Texas,3291,16.98
4279,2007,Parkinson's disease,Texas,1293,7.09
4280,2007,Pneumonitis due to solids and liquids,Texas,1123,6.03
4281,2007,Septicemia,Texas,2857,14.49
4282,2007,Stroke,Texas,9796,51.45
4283,2007,Suicide,Texas,2433,10.45
4284,2007,Unintentional Injuries,Texas,9392,42.02
4285,2007,All Causes,United States,2423712,775.3
4286,2007,Alzheimer's disease,United States,74632,23.84
4287,2007,Cancer,United States,562875,179.26
4288,2007,Chronic liver disease and cirrhosis,United States,29165,9.09
4289,2007,Chronic lower respiratory disease,United States,127924,41.35
4290,2007,Diabetes,United States,71382,22.78
4291,2007,Diseases of Heart,United States,616067,196.1
4292,2007,Essential hypertension and hypertensive renal disease,United States,23965,7.62
4293,2007,Homicide,United States,18361,6.13
4294,2007,Influenza and pneumonia,United States,52717,16.83
4295,2007,Kidney Disease,United States,46448,14.91
4296,2007,Parkinson's disease,United States,20058,6.53
4297,2007,Pneumonitis due to solids and liquids,United States,16988,5.44
4298,2007,Septicemia,United States,34828,11.15
4299,2007,Stroke,United States,135952,43.52
4300,2007,Suicide,United States,34598,11.29
4301,2007,Unintentional Injuries,United States,123706,40.36
4302,2007,All Causes,Utah,14143,729.4
4303,2007,Alzheimer's disease,Utah,393,22.13
4304,2007,Cancer,Utah,2572,133.24
4305,2007,Chronic liver disease and cirrhosis,Utah,142,6.66
4306,2007,Chronic lower respiratory disease,Utah,617,33.2
4307,2007,Diabetes,Utah,548,28.78
4308,2007,Diseases of Heart,Utah,2980,160.96
4309,2007,Essential hypertension and hypertensive renal disease,Utah,138,7.56
4310,2007,Homicide,Utah,68,2.44
4311,2007,Influenza and pneumonia,Utah,313,17.08
4312,2007,Kidney Disease,Utah,220,11.98
4313,2007,Parkinson's disease,Utah,158,8.86
4314,2007,Pneumonitis due to solids and liquids,Utah,90,4.9
4315,2007,Septicemia,Utah,113,5.87
4316,2007,Stroke,Utah,755,41.34
4317,2007,Suicide,Utah,378,15.79
4318,2007,Unintentional Injuries,Utah,811,35.58
4319,2007,All Causes,Vermont,5179,733
4320,2007,Alzheimer's disease,Vermont,205,28.67
4321,2007,Cancer,Vermont,1346,188.58
4322,2007,Chronic liver disease and cirrhosis,Vermont,54,7.05
4323,2007,Chronic lower respiratory disease,Vermont,316,45.01
4324,2007,Diabetes,Vermont,170,24.43
4325,2007,Diseases of Heart,Vermont,1166,162.39
4326,2007,Essential hypertension and hypertensive renal disease,Vermont,40,5.69
4327,2007,Homicide,Vermont,13,*
4328,2007,Influenza and pneumonia,Vermont,70,9.9
4329,2007,Kidney Disease,Vermont,54,7.55
4330,2007,Parkinson's disease,Vermont,55,7.96
4331,2007,Pneumonitis due to solids and liquids,Vermont,32,4.57
4332,2007,Septicemia,Vermont,30,4.08
4333,2007,Stroke,Vermont,269,37.98
4334,2007,Suicide,Vermont,89,13.85
4335,2007,Unintentional Injuries,Vermont,303,44.93
4336,2007,All Causes,Virginia,58225,784
4337,2007,Alzheimer's disease,Virginia,1703,24.39
4338,2007,Cancer,Virginia,14009,184.03
4339,2007,Chronic liver disease and cirrhosis,Virginia,613,7.46
4340,2007,Chronic lower respiratory disease,Virginia,2770,38.27
4341,2007,Diabetes,Virginia,1507,19.95
4342,2007,Diseases of Heart,Virginia,13750,186.7
4343,2007,Essential hypertension and hypertensive renal disease,Virginia,484,6.55
4344,2007,Homicide,Virginia,420,5.33
4345,2007,Influenza and pneumonia,Virginia,1231,17.19
4346,2007,Kidney Disease,Virginia,1439,19.7
4347,2007,Parkinson's disease,Virginia,473,6.79
4348,2007,Pneumonitis due to solids and liquids,Virginia,533,7.45
4349,2007,Septicemia,Virginia,1363,18.62
4350,2007,Stroke,Virginia,3313,45.73
4351,2007,Suicide,Virginia,880,11.1
4352,2007,Unintentional Injuries,Virginia,2931,38.26
4353,2007,All Causes,Washington,47323,731.9
4354,2007,Alzheimer's disease,Washington,2689,41.8
4355,2007,Cancer,Washington,11568,178.96
4356,2007,Chronic liver disease and cirrhosis,Washington,661,9.54
4357,2007,Chronic lower respiratory disease,Washington,2684,42.78
4358,2007,Diabetes,Washington,1508,23.46
4359,2007,Diseases of Heart,Washington,11037,170.13
4360,2007,Essential hypertension and hypertensive renal disease,Washington,473,7.3
4361,2007,Homicide,Washington,201,3.09
4362,2007,Influenza and pneumonia,Washington,743,11.39
4363,2007,Kidney Disease,Washington,440,6.81
4364,2007,Parkinson's disease,Washington,503,8.11
4365,2007,Pneumonitis due to solids and liquids,Washington,429,6.66
4366,2007,Septicemia,Washington,370,5.75
4367,2007,Stroke,Washington,2692,42.11
4368,2007,Suicide,Washington,865,13.06
4369,2007,Unintentional Injuries,Washington,2637,40.2
4370,2007,All Causes,West Virginia,21086,954.2
4371,2007,Alzheimer's disease,West Virginia,534,24.15
4372,2007,Cancer,West Virginia,4690,204.33
4373,2007,Chronic liver disease and cirrhosis,West Virginia,273,12.16
4374,2007,Chronic lower respiratory disease,West Virginia,1331,58.28
4375,2007,Diabetes,West Virginia,800,35.23
4376,2007,Diseases of Heart,West Virginia,5208,232.49
4377,2007,Essential hypertension and hypertensive renal disease,West Virginia,226,9.95
4378,2007,Homicide,West Virginia,86,4.93
4379,2007,Influenza and pneumonia,West Virginia,408,18.4
4380,2007,Kidney Disease,West Virginia,480,21.27
4381,2007,Parkinson's disease,West Virginia,133,5.94
4382,2007,Pneumonitis due to solids and liquids,West Virginia,116,5.24
4383,2007,Septicemia,West Virginia,336,14.98
4384,2007,Stroke,West Virginia,1113,49.68
4385,2007,Suicide,West Virginia,300,15.73
4386,2007,Unintentional Injuries,West Virginia,1241,65.84
4387,2007,All Causes,Wisconsin,46241,734.2
4388,2007,Alzheimer's disease,Wisconsin,1658,24.72
4389,2007,Cancer,Wisconsin,10963,177.22
4390,2007,Chronic liver disease and cirrhosis,Wisconsin,487,7.86
4391,2007,Chronic lower respiratory disease,Wisconsin,2399,38.59
4392,2007,Diabetes,Wisconsin,1136,18.28
4393,2007,Diseases of Heart,Wisconsin,11110,172.74
4394,2007,Essential hypertension and hypertensive renal disease,Wisconsin,400,6.08
4395,2007,Homicide,Wisconsin,202,3.64
4396,2007,Influenza and pneumonia,Wisconsin,1022,15.66
4397,2007,Kidney Disease,Wisconsin,1002,15.64
4398,2007,Parkinson's disease,Wisconsin,470,7.41
4399,2007,Pneumonitis due to solids and liquids,Wisconsin,345,5.25
4400,2007,Septicemia,Wisconsin,450,7.21
4401,2007,Stroke,Wisconsin,2738,42.55
4402,2007,Suicide,Wisconsin,729,12.74
4403,2007,Unintentional Injuries,Wisconsin,2619,44.03
4404,2007,All Causes,Wyoming,4266,806.5
4405,2007,Alzheimer's disease,Wyoming,110,21.95
4406,2007,Cancer,Wyoming,940,172.93
4407,2007,Chronic liver disease and cirrhosis,Wyoming,86,15.18
4408,2007,Chronic lower respiratory disease,Wyoming,295,56.7
4409,2007,Diabetes,Wyoming,139,26.33
4410,2007,Diseases of Heart,Wyoming,957,180.44
4411,2007,Essential hypertension and hypertensive renal disease,Wyoming,31,5.83
4412,2007,Homicide,Wyoming,17,*
4413,2007,Influenza and pneumonia,Wyoming,113,21.75
4414,2007,Kidney Disease,Wyoming,68,13.35
4415,2007,Parkinson's disease,Wyoming,35,6.99
4416,2007,Pneumonitis due to solids and liquids,Wyoming,23,4.52
4417,2007,Septicemia,Wyoming,44,8.4
4418,2007,Stroke,Wyoming,209,40.53
4419,2007,Suicide,Wyoming,101,19.34
4420,2007,Unintentional Injuries,Wyoming,299,56.46
4421,2008,All Causes,Alabama,47707,959.7
4422,2008,Alzheimer's disease,Alabama,1518,32.08
4423,2008,Cancer,Alabama,10182,197.48
4424,2008,Chronic liver disease and cirrhosis,Alabama,489,9.13
4425,2008,Chronic lower respiratory disease,Alabama,2733,54.23
4426,2008,Diabetes,Alabama,1386,27.18
4427,2008,Diseases of Heart,Alabama,12074,243.3
4428,2008,Essential hypertension and hypertensive renal disease,Alabama,501,10.04
4429,2008,Homicide,Alabama,454,9.83
4430,2008,Influenza and pneumonia,Alabama,912,18.66
4431,2008,Kidney Disease,Alabama,1107,22.34
4432,2008,Parkinson's disease,Alabama,348,7.22
4433,2008,Pneumonitis due to solids and liquids,Alabama,256,5.3
4434,2008,Septicemia,Alabama,899,17.99
4435,2008,Stroke,Alabama,2863,58.21
4436,2008,Suicide,Alabama,604,12.56
4437,2008,Unintentional Injuries,Alabama,2509,52.52
4438,2008,All Causes,Alaska,3494,761.3
4439,2008,Alzheimer's disease,Alaska,80,27.04
4440,2008,Cancer,Alaska,867,181.05
4441,2008,Chronic liver disease and cirrhosis,Alaska,60,9.24
4442,2008,Chronic lower respiratory disease,Alaska,181,44.55
4443,2008,Diabetes,Alaska,93,22.26
4444,2008,Diseases of Heart,Alaska,634,150.13
4445,2008,Essential hypertension and hypertensive renal disease,Alaska,16,*
4446,2008,Homicide,Alaska,29,4.42
4447,2008,Influenza and pneumonia,Alaska,51,13.21
4448,2008,Kidney Disease,Alaska,50,13.49
4449,2008,Parkinson's disease,Alaska,19,*
4450,2008,Pneumonitis due to solids and liquids,Alaska,12,*
4451,2008,Septicemia,Alaska,23,5
4452,2008,Stroke,Alaska,172,44.51
4453,2008,Suicide,Alaska,169,24.35
4454,2008,Unintentional Injuries,Alaska,332,54.08
4455,2008,All Causes,Arizona,45823,714.5
4456,2008,Alzheimer's disease,Arizona,2099,33.97
4457,2008,Cancer,Arizona,10081,153.22
4458,2008,Chronic liver disease and cirrhosis,Arizona,794,12.13
4459,2008,Chronic lower respiratory disease,Arizona,2939,45.53
4460,2008,Diabetes,Arizona,1173,17.96
4461,2008,Diseases of Heart,Arizona,10385,162.28
4462,2008,Essential hypertension and hypertensive renal disease,Arizona,475,7.52
4463,2008,Homicide,Arizona,474,7.63
4464,2008,Influenza and pneumonia,Arizona,1068,16.82
4465,2008,Kidney Disease,Arizona,503,7.82
4466,2008,Parkinson's disease,Arizona,488,7.82
4467,2008,Pneumonitis due to solids and liquids,Arizona,256,4.08
4468,2008,Septicemia,Arizona,546,8.41
4469,2008,Stroke,Arizona,2147,33.88
4470,2008,Suicide,Arizona,972,15.49
4471,2008,Unintentional Injuries,Arizona,2956,47.28
4472,2008,All Causes,Arkansas,29322,927.3
4473,2008,Alzheimer's disease,Arkansas,893,28.43
4474,2008,Cancer,Arkansas,6526,201.38
4475,2008,Chronic liver disease and cirrhosis,Arkansas,247,7.81
4476,2008,Chronic lower respiratory disease,Arkansas,1887,58.74
4477,2008,Diabetes,Arkansas,901,28.05
4478,2008,Diseases of Heart,Arkansas,7516,236.09
4479,2008,Essential hypertension and hypertensive renal disease,Arkansas,256,8.02
4480,2008,Homicide,Arkansas,214,7.72
4481,2008,Influenza and pneumonia,Arkansas,846,26.81
4482,2008,Kidney Disease,Arkansas,638,20.06
4483,2008,Parkinson's disease,Arkansas,167,5.34
4484,2008,Pneumonitis due to solids and liquids,Arkansas,230,7.3
4485,2008,Septicemia,Arkansas,510,16.07
4486,2008,Stroke,Arkansas,1722,54.39
4487,2008,Suicide,Arkansas,447,15.5
4488,2008,Unintentional Injuries,Arkansas,1477,50.55
4489,2008,All Causes,California,234766,677.9
4490,2008,Alzheimer's disease,California,10098,29.54
4491,2008,Cancer,California,54686,158.83
4492,2008,Chronic liver disease and cirrhosis,California,4152,11.35
4493,2008,Chronic lower respiratory disease,California,13426,39.94
4494,2008,Diabetes,California,7375,21.47
4495,2008,Diseases of Heart,California,60709,176.15
4496,2008,Essential hypertension and hypertensive renal disease,California,3423,9.95
4497,2008,Homicide,California,2280,6.06
4498,2008,Influenza and pneumonia,California,6560,19.15
4499,2008,Kidney Disease,California,2854,8.31
4500,2008,Parkinson's disease,California,2026,6.11
4501,2008,Pneumonitis due to solids and liquids,California,984,2.85
4502,2008,Septicemia,California,1169,3.37
4503,2008,Stroke,California,14048,41.15
4504,2008,Suicide,California,3775,10.29
4505,2008,Unintentional Injuries,California,10761,29.5
4506,2008,All Causes,Colorado,31274,715.8
4507,2008,Alzheimer's disease,Colorado,1353,33.38
4508,2008,Cancer,Colorado,6719,150.9
4509,2008,Chronic liver disease and cirrhosis,Colorado,540,10.67
4510,2008,Chronic lower respiratory disease,Colorado,2188,52.48
4511,2008,Diabetes,Colorado,767,17.63
4512,2008,Diseases of Heart,Colorado,6118,142.5
4513,2008,Essential hypertension and hypertensive renal disease,Colorado,241,5.68
4514,2008,Homicide,Colorado,194,3.89
4515,2008,Influenza and pneumonia,Colorado,678,15.94
4516,2008,Kidney Disease,Colorado,483,11.48
4517,2008,Parkinson's disease,Colorado,314,7.87
4518,2008,Pneumonitis due to solids and liquids,Colorado,251,6.02
4519,2008,Septicemia,Colorado,322,7.51
4520,2008,Stroke,Colorado,1565,37.36
4521,2008,Suicide,Colorado,803,16.13
4522,2008,Unintentional Injuries,Colorado,2172,46.28
4523,2008,All Causes,Connecticut,28794,671.9
4524,2008,Alzheimer's disease,Connecticut,839,17.81
4525,2008,Cancer,Connecticut,6830,164.75
4526,2008,Chronic liver disease and cirrhosis,Connecticut,298,7.3
4527,2008,Chronic lower respiratory disease,Connecticut,1505,35.34
4528,2008,Diabetes,Connecticut,624,14.72
4529,2008,Diseases of Heart,Connecticut,7355,165.6
4530,2008,Essential hypertension and hypertensive renal disease,Connecticut,319,7.07
4531,2008,Homicide,Connecticut,127,3.79
4532,2008,Influenza and pneumonia,Connecticut,694,15.08
4533,2008,Kidney Disease,Connecticut,589,13.47
4534,2008,Parkinson's disease,Connecticut,256,5.84
4535,2008,Pneumonitis due to solids and liquids,Connecticut,274,6.17
4536,2008,Septicemia,Connecticut,575,13.5
