YEAR,CAUSE_NAME,STATE,DEATHS,AADR
2007,All Causes,Virginia,58225,784
2007,Alzheimer's disease,Virginia,1703,24.39
2007,Cancer,Virginia,14009,184.03
2007,Chronic liver disease and cirrhosis,Virginia,613,7.46
2007,Chronic lower respiratory disease,Virginia,2770,38.27
2007,Diabetes,Virginia,1507,19.95
2007,Diseases of Heart,Virginia,13750,186.7
2007,Essential hypertension and hypertensive renal disease,Virginia,484,6.55
2007,Homicide,Virginia,420,5.33
2007,Influenza and pneumonia,Virginia,1231,17.19
2007,Kidney Disease,Virginia,1439,19.7
2007,Parkinson's disease,Virginia,473,6.79
2007,Pneumonitis due to solids and liquids,Virginia,533,7.45
2007,Septicemia,Virginia,1363,18.62
2007,Stroke,Virginia,3313,45.73
2007,Suicide,Virginia,880,11.1
2007,Unintentional Injuries,Virginia,2931,38.26
2007,All Causes,Washington,47323,731.9
2007,Alzheimer's disease,Washington,2689,41.8
2007,Cancer,Washington,11568,178.96
2007,Chronic liver disease and cirrhosis,Washington,661,9.54
2007,Chronic lower respiratory disease,Washington,2684,42.78
2007,Diabetes,Washington,1508,23.46
2007,Diseases of Heart,Washington,11037,170.13
2007,Essential hypertension and hypertensive renal disease,Washington,473,7.3
2007,Homicide,Washington,201,3.09
2007,Influenza and pneumonia,Washington,743,11.39
2007,Kidney Disease,Washington,440,6.81
2007,Parkinson's disease,Washington,503,8.11
2007,Pneumonitis due to solids and liquids,Washington,429,6.66
2007,Septicemia,Washington,370,5.75
2007,Stroke,Washington,2692,42.11
2007,Suicide,Washington,865,13.06
2007,Unintentional Injuries,Washington,2637,40.2
2007,All Causes,West Virginia,21086,954.2
2007,Alzheimer's disease,West Virginia,534,24.15
2007,Cancer,West Virginia,4690,204.33
2007,Chronic liver disease and cirrhosis,West Virginia,273,12.16
2007,Chronic lower respiratory disease,West Virginia,1331,58.28
2007,Diabetes,West Virginia,800,35.23
2007,Diseases of Heart,West Virginia,5208,232.49
2007,Essential hypertension and hypertensive renal disease,West Virginia,226,9.95
2007,Homicide,West Virginia,86,4.93
2007,Influenza and pneumonia,West Virginia,408,18.4
2007,Kidney Disease,West Virginia,480,21.27
2007,Parkinson's disease,West Virginia,133,5.94
2007,Pneumonitis due to solids and liquids,West Virginia,116,5.24
2007,Septicemia,West Virginia,336,14.98
2007,Stroke,West Virginia,1113,49.68
2007,Suicide,West Virginia,300,15.73
2007,Unintentional Injuries,West Virginia,1241,65.84
2007,All Causes,Wisconsin,46241,734.2
2007,Alzheimer's disease,Wisconsin,1658,24.72
2007,Cancer,Wisconsin,10963,177.22
2007,Chronic liver disease and cirrhosis,Wisconsin,487,7.86
2007,Chronic lower respiratory disease,Wisconsin,2399,38.59
2007,Diabetes,Wisconsin,1136,18.28
2007,Diseases of Heart,Wisconsin,11110,172.74
2007,Essential hypertension and hypertensive renal disease,Wisconsin,400,6.08
2007,Homicide,Wisconsin,202,3.64
2007,Influenza and pneumonia,Wisconsin,1022,15.66
2007,Kidney Disease,Wisconsin,1002,15.64
2007,Parkinson's disease,Wisconsin,470,7.41
2007,Pneumonitis due to solids and liquids,Wisconsin,345,5.25
2007,Septicemia,Wisconsin,450,7.21
2007,Stroke,Wisconsin,2738,42.55
2007,Suicide,Wisconsin,729,12.74
2007,Unintentional Injuries,Wisconsin,2619,44.03
2007,All Causes,Wyoming,4266,806.5
2007,Alzheimer's disease,Wyoming,110,21.95
2007,Cancer,Wyoming,940,172.93
2007,Chronic liver disease and cirrhosis,Wyoming,86,15.18
2007,Chronic lower respiratory disease,Wyoming,295,56.7
2007,Diabetes,Wyoming,139,26.33
2007,Diseases of Heart,Wyoming,957,180.44
2007,Essential hypertension and hypertensive renal disease,Wyoming,31,5.83
2007,Homicide,Wyoming,17,*
2007,Influenza and pneumonia,Wyoming,113,21.75
2007,Kidney Disease,Wyoming,68,13.35
2007,Parkinson's disease,Wyoming,35,6.99
2007,Pneumonitis due to solids and liquids,Wyoming,23,4.52
2007,Septicemia,Wyoming,44,8.4
2007,Stroke,Wyoming,209,40.53
2007,Suicide,Wyoming,101,19.34
2007,Unintentional Injuries,Wyoming,299,56.46
2008,All Causes,Alabama,47707,959.7
2008,Alzheimer's disease,Alabama,1518,32.08
2008,Cancer,Alabama,10182,197.48
2008,Chronic liver disease and cirrhosis,Alabama,489,9.13
2008,Chronic lower respiratory disease,Alabama,2733,54.23
2008,Diabetes,Alabama,1386,27.18
2008,Diseases of Heart,Alabama,12074,243.3
2008,Essential hypertension and hypertensive renal disease,Alabama,501,10.04
2008,Homicide,Alabama,454,9.83
2008,Influenza and pneumonia,Alabama,912,18.66
2008,Kidney Disease,Alabama,1107,22.34
2008,Parkinson's disease,Alabama,348,7.22
2008,Pneumonitis due to solids and liquids,Alabama,256,5.3
2008,Septicemia,Alabama,899,17.99
2008,Stroke,Alabama,2863,58.21
2008,Suicide,Alabama,604,12.56
2008,Unintentional Injuries,Alabama,2509,52.52
2008,All Causes,Alaska,3494,761.3
2008,Alzheimer's disease,Alaska,80,27.04
2008,Cancer,Alaska,867,181.05
2008,Chronic liver disease and cirrhosis,Alaska,60,9.24
2008,Chronic lower respiratory disease,Alaska,181,44.55
2008,Diabetes,Alaska,93,22.26
2008,Diseases of Heart,Alaska,634,150.13
2008,Essential hypertension and hypertensive renal disease,Alaska,16,*
2008,Homicide,Alaska,29,4.42
2008,Influenza and pneumonia,Alaska,51,13.21
2008,Kidney Disease,Alaska,50,13.49
2008,Parkinson's disease,Alaska,19,*
2008,Pneumonitis due to solids and liquids,Alaska,12,*
2008,Septicemia,Alaska,23,5
2008,Stroke,Alaska,172,44.51
2008,Suicide,Alaska,169,24.35
2008,Unintentional Injuries,Alaska,332,54.08
2008,All Causes,Arizona,45823,714.5
2008,Alzheimer's disease,Arizona,2099,33.97
2008,Cancer,Arizona,10081,153.22
2008,Chronic liver disease and cirrhosis,Arizona,794,12.13
2008,Chronic lower respiratory disease,Arizona,2939,45.53
2008,Diabetes,Arizona,1173,17.96
2008,Diseases of Heart,Arizona,10385,162.28
2008,Essential hypertension and hypertensive renal disease,Arizona,475,7.52
2008,Homicide,Arizona,474,7.63
2008,Influenza and pneumonia,Arizona,1068,16.82
2008,Kidney Disease,Arizona,503,7.82
2008,Parkinson's disease,Arizona,488,7.82
2008,Pneumonitis due to solids and liquids,Arizona,256,4.08
2008,Septicemia,Arizona,546,8.41
2008,Stroke,Arizona,2147,33.88
2008,Suicide,Arizona,972,15.49
2008,Unintentional Injuries,Arizona,2956,47.28
2008,All Causes,Arkansas,29322,927.3
2008,Alzheimer's disease,Arkansas,893,28.43
2008,Cancer,Arkansas,6526,201.38
2008,Chronic liver disease and cirrhosis,Arkansas,247,7.81
2008,Chronic lower respiratory disease,Arkansas,1887,58.74
2008,Diabetes,Arkansas,901,28.05
2008,Diseases of Heart,Arkansas,7516,236.09
2008,Essential hypertension and hypertensive renal disease,Arkansas,256,8.02
2008,Homicide,Arkansas,214,7.72
2008,Influenza and pneumonia,Arkansas,846,26.81
2008,Kidney Disease,Arkansas,638,20.06
2008,Parkinson's disease,Arkansas,167,5.34
2008,Pneumonitis due to solids and liquids,Arkansas,230,7.3
2008,Septicemia,Arkansas,510,16.07
2008,Stroke,Arkansas,1722,54.39
2008,Suicide,Arkansas,447,15.5
2008,Unintentional Injuries,Arkansas,1477,50.55
2008,All Causes,California,234766,677.9
2008,Alzheimer's disease,California,10098,29.54
2008,Cancer,California,54686,158.83
2008,Chronic liver disease and cirrhosis,California,4152,11.35
2008,Chronic lower respiratory disease,California,13426,39.94
2008,Diabetes,California,7375,21.47
2008,Diseases of Heart,California,60709,176.15
2008,Essential hypertension and hypertensive renal disease,California,3423,9.95
2008,Homicide,California,2280,6.06
2008,Influenza and pneumonia,California,6560,19.15
2008,Kidney Disease,California,2854,8.31
2008,Parkinson's disease,California,2026,6.11
2008,Pneumonitis due to solids and liquids,California,984,2.85
2008,Septicemia,California,1169,3.37
2008,Stroke,California,14048,41.15
2008,Suicide,California,3775,10.29
2008,Unintentional Injuries,California,10761,29.5
2008,All Causes,Colorado,31274,715.8
2008,Alzheimer's disease,Colorado,1353,33.38
2008,Cancer,Colorado,6719,150.9
2008,Chronic liver disease and cirrhosis,Colorado,540,10.67
2008,Chronic lower respiratory disease,Colorado,2188,52.48
2008,Diabetes,Colorado,767,17.63
2008,Diseases of Heart,Colorado,6118,142.5
2008,Essential hypertension and hypertensive renal disease,Colorado,241,5.68
2008,Homicide,Colorado,194,3.89
2008,Influenza and pneumonia,Colorado,678,15.94
2008,Kidney Disease,Colorado,483,11.48
2008,Parkinson's disease,Colorado,314,7.87
2008,Pneumonitis due to solids and liquids,Colorado,251,6.02
2008,Septicemia,Colorado,322,7.51
2008,Stroke,Colorado,1565,37.36
2008,Suicide,Colorado,803,16.13
2008,Unintentional Injuries,Colorado,2172,46.28
2008,All Causes,Connecticut,28794,671.9
2008,Alzheimer's disease,Connecticut,839,17.81
2008,Cancer,Connecticut,6830,164.75
2008,Chronic liver disease and cirrhosis,Connecticut,298,7.3
2008,Chronic lower respiratory disease,Connecticut,1505,35.34
2008,Diabetes,Connecticut,624,14.72
2008,Diseases of Heart,Connecticut,7355,165.6
2008,Essential hypertension and hypertensive renal disease,Connecticut,319,7.07
2008,Homicide,Connecticut,127,3.79
2008,Influenza and pneumonia,Connecticut,694,15.08
2008,Kidney Disease,Connecticut,589,13.47
2008,Parkinson's disease,Connecticut,256,5.84
2008,Pneumonitis due to solids and liquids,Connecticut,274,6.17
2008,Septicemia,Connecticut,575,13.5
2008,Stroke,Connecticut,1433,32
2008,Suicide,Connecticut,315,8.47
2008,Unintentional Injuries,Connecticut,1386,35.69
2008,All Causes,Delaware,7622,793.5
2008,Alzheimer's disease,Delaware,204,21.7
2008,Cancer,Delaware,1912,193.26
2008,Chronic liver disease and cirrhosis,Delaware,91,9.12
2008,Chronic lower respiratory disease,Delaware,472,48.88
2008,Diabetes,Delaware,217,22.5
2008,Diseases of Heart,Delaware,1777,184.25
2008,Essential hypertension and hypertensive renal disease,Delaware,51,5.22
2008,Homicide,Delaware,65,7.62
2008,Influenza and pneumonia,Delaware,135,14.41
2008,Kidney Disease,Delaware,189,19.75
2008,Parkinson's disease,Delaware,50,5.32
2008,Pneumonitis due to solids and liquids,Delaware,46,4.89
2008,Septicemia,Delaware,139,14.13
2008,Stroke,Delaware,365,37.86
2008,Suicide,Delaware,109,11.92
2008,Unintentional Injuries,Delaware,352,39.58
2008,All Causes,District of Columbia,5140,897.6
2008,Alzheimer's disease,District of Columbia,132,22.51
2008,Cancer,District of Columbia,1143,201.62
2008,Chronic liver disease and cirrhosis,District of Columbia,52,8.7
2008,Chronic lower respiratory disease,District of Columbia,139,25.19
2008,Diabetes,District of Columbia,156,27.5
2008,Diseases of Heart,District of Columbia,1389,244.31
2008,Essential hypertension and hypertensive renal disease,District of Columbia,66,11.76
2008,Homicide,District of Columbia,164,25.6
2008,Influenza and pneumonia,District of Columbia,78,13.89
2008,Kidney Disease,District of Columbia,78,13.86
2008,Parkinson's disease,District of Columbia,26,4.66
2008,Pneumonitis due to solids and liquids,District of Columbia,29,5.04
2008,Septicemia,District of Columbia,105,19.1
2008,Stroke,District of Columbia,222,38.52
2008,Suicide,District of Columbia,43,7.31
2008,Unintentional Injuries,District of Columbia,160,27.2
2008,All Causes,Florida,170703,718.1
2008,Alzheimer's disease,Florida,4743,18.58
2008,Cancer,Florida,40814,169.54
2008,Chronic liver disease and cirrhosis,Florida,2335,10.4
2008,Chronic lower respiratory disease,Florida,10198,41.14
2008,Diabetes,Florida,5161,21.4
2008,Diseases of Heart,Florida,42067,170.75
2008,Essential hypertension and hypertensive renal disease,Florida,1841,7.5
2008,Homicide,Florida,1300,7.41
2008,Influenza and pneumonia,Florida,2300,9.37
2008,Kidney Disease,Florida,2946,12.05
2008,Parkinson's disease,Florida,1577,6.27
2008,Pneumonitis due to solids and liquids,Florida,835,3.34
2008,Septicemia,Florida,1913,7.95
2008,Stroke,Florida,8589,34.84
2008,Suicide,Florida,2740,13.86
2008,Unintentional Injuries,Florida,8939,45.29
2008,All Causes,Georgia,69640,864.1
2008,Alzheimer's disease,Georgia,1929,27.52
2008,Cancer,Georgia,14621,175.07
2008,Chronic liver disease and cirrhosis,Georgia,665,7.18
2008,Chronic lower respiratory disease,Georgia,3546,45.47
2008,Diabetes,Georgia,1496,18.04
2008,Diseases of Heart,Georgia,15721,199.06
2008,Essential hypertension and hypertensive renal disease,Georgia,945,11.8
2008,Homicide,Georgia,712,7.44
2008,Influenza and pneumonia,Georgia,1498,19.82
2008,Kidney Disease,Georgia,1668,21.29
2008,Parkinson's disease,Georgia,427,6
2008,Pneumonitis due to solids and liquids,Georgia,416,5.61
2008,Septicemia,Georgia,1559,19.48
2008,Stroke,Georgia,3805,49.48
2008,Suicide,Georgia,981,10.4
2008,Unintentional Injuries,Georgia,3774,41.99
2008,All Causes,Hawaii,9501,613.6
2008,Alzheimer's disease,Hawaii,218,13.3
2008,Cancer,Hawaii,2194,142.51
2008,Chronic liver disease and cirrhosis,Hawaii,112,7.33
2008,Chronic lower respiratory disease,Hawaii,293,19.22
2008,Diabetes,Hawaii,286,18.6
2008,Diseases of Heart,Hawaii,2313,147.68
2008,Essential hypertension and hypertensive renal disease,Hawaii,101,6.31
2008,Homicide,Hawaii,28,2.13
2008,Influenza and pneumonia,Hawaii,270,17.1
2008,Kidney Disease,Hawaii,197,12.5
2008,Parkinson's disease,Hawaii,79,5.08
2008,Pneumonitis due to solids and liquids,Hawaii,130,7.99
2008,Septicemia,Hawaii,140,9.04
2008,Stroke,Hawaii,642,40.66
2008,Suicide,Hawaii,133,9.73
2008,Unintentional Injuries,Hawaii,406,28.21
2008,All Causes,Idaho,10962,736.8
2008,Alzheimer's disease,Idaho,393,27.19
2008,Cancer,Idaho,2511,166.68
2008,Chronic liver disease and cirrhosis,Idaho,155,10.09
2008,Chronic lower respiratory disease,Idaho,703,48.19
2008,Diabetes,Idaho,356,23.92
2008,Diseases of Heart,Idaho,2330,157.07
2008,Essential hypertension and hypertensive renal disease,Idaho,92,6.28
2008,Homicide,Idaho,25,1.6
2008,Influenza and pneumonia,Idaho,206,14.02
2008,Kidney Disease,Idaho,173,11.77
2008,Parkinson's disease,Idaho,111,7.87
2008,Pneumonitis due to solids and liquids,Idaho,74,5.07
2008,Septicemia,Idaho,80,5.4
2008,Stroke,Idaho,609,41.64
2008,Suicide,Idaho,252,16.66
2008,Unintentional Injuries,Idaho,649,43.16
2008,All Causes,Illinois,103471,782
2008,Alzheimer's disease,Illinois,3192,23.56
2008,Cancer,Illinois,24300,185.02
2008,Chronic liver disease and cirrhosis,Illinois,1145,8.6
2008,Chronic lower respiratory disease,Illinois,5602,43.18
2008,Diabetes,Illinois,2846,21.62
2008,Diseases of Heart,Illinois,26078,195.06
2008,Essential hypertension and hypertensive renal disease,Illinois,930,6.88
2008,Homicide,Illinois,872,6.81
2008,Influenza and pneumonia,Illinois,2672,19.89
2008,Kidney Disease,Illinois,2576,19.56
2008,Parkinson's disease,Illinois,886,6.82
2008,Pneumonitis due to solids and liquids,Illinois,841,6.28
2008,Septicemia,Illinois,1968,14.88
2008,Stroke,Illinois,5788,43.39
2008,Suicide,Illinois,1198,9.25
2008,Unintentional Injuries,Illinois,4218,32.6
2008,All Causes,Indiana,56752,843.8
2008,Alzheimer's disease,Indiana,1971,29.28
2008,Cancer,Indiana,13137,194.28
2008,Chronic liver disease and cirrhosis,Indiana,523,7.62
2008,Chronic lower respiratory disease,Indiana,3878,58.05
2008,Diabetes,Indiana,1683,24.92
2008,Diseases of Heart,Indiana,13663,201.62
2008,Essential hypertension and hypertensive renal disease,Indiana,484,7.11
2008,Homicide,Indiana,323,5.18
2008,Influenza and pneumonia,Indiana,1318,19.5
2008,Kidney Disease,Indiana,1363,20.22
2008,Parkinson's disease,Indiana,504,7.65
2008,Pneumonitis due to solids and liquids,Indiana,436,6.46
2008,Septicemia,Indiana,810,12.01
2008,Stroke,Indiana,3114,46.17
2008,Suicide,Indiana,809,12.58
2008,Unintentional Injuries,Indiana,2558,39.45
2008,All Causes,Iowa,28541,752.6
2008,Alzheimer's disease,Iowa,1332,31.5
2008,Cancer,Iowa,6424,177.1
2008,Chronic liver disease and cirrhosis,Iowa,217,6.33
2008,Chronic lower respiratory disease,Iowa,1848,49.35
2008,Diabetes,Iowa,764,20.31
2008,Diseases of Heart,Iowa,7284,185.52
2008,Essential hypertension and hypertensive renal disease,Iowa,268,6.57
2008,Homicide,Iowa,81,2.83
2008,Influenza and pneumonia,Iowa,829,20.34
2008,Kidney Disease,Iowa,304,7.8
2008,Parkinson's disease,Iowa,305,7.73
2008,Pneumonitis due to solids and liquids,Iowa,248,6.07
2008,Septicemia,Iowa,266,7.21
2008,Stroke,Iowa,1732,43.62
2008,Suicide,Iowa,380,12.63
2008,Unintentional Injuries,Iowa,1266,37.81
2008,All Causes,Kansas,24975,794.3
2008,Alzheimer's disease,Kansas,961,28.76
2008,Cancer,Kansas,5294,173.07
2008,Chronic liver disease and cirrhosis,Kansas,242,8.15
2008,Chronic lower respiratory disease,Kansas,1626,52.79
2008,Diabetes,Kansas,706,22.74
2008,Diseases of Heart,Kansas,5643,175.42
2008,Essential hypertension and hypertensive renal disease,Kansas,173,5.27
2008,Homicide,Kansas,112,3.95
2008,Influenza and pneumonia,Kansas,743,22.45
2008,Kidney Disease,Kansas,620,19.62
2008,Parkinson's disease,Kansas,210,6.63
2008,Pneumonitis due to solids and liquids,Kansas,207,6.24
2008,Septicemia,Kansas,351,11.08
2008,Stroke,Kansas,1574,48.63
2008,Suicide,Kansas,337,12.09
2008,Unintentional Injuries,Kansas,1174,40.01
2008,All Causes,Kentucky,41329,926.7
2008,Alzheimer's disease,Kentucky,1370,32.25
2008,Cancer,Kentucky,9589,207.81
2008,Chronic liver disease and cirrhosis,Kentucky,367,7.7
2008,Chronic lower respiratory disease,Kentucky,2926,65.21
2008,Diabetes,Kentucky,1214,26.72
2008,Diseases of Heart,Kentucky,10061,225.51
2008,Essential hypertension and hypertensive renal disease,Kentucky,338,7.77
2008,Homicide,Kentucky,240,5.71
2008,Influenza and pneumonia,Kentucky,943,21.59
2008,Kidney Disease,Kentucky,993,22.58
2008,Parkinson's disease,Kentucky,296,6.92
2008,Pneumonitis due to solids and liquids,Kentucky,327,7.57
2008,Septicemia,Kentucky,675,15.18
2008,Stroke,Kentucky,2098,47.87
2008,Suicide,Kentucky,612,13.99
2008,Unintentional Injuries,Kentucky,2379,55.2
2008,All Causes,Louisiana,41220,946
2008,Alzheimer's disease,Louisiana,1361,33.38
2008,Cancer,Louisiana,9197,205.68
2008,Chronic liver disease and cirrhosis,Louisiana,389,8.26
2008,Chronic lower respiratory disease,Louisiana,1896,44.04
2008,Diabetes,Louisiana,1332,30.27
2008,Diseases of Heart,Louisiana,10347,238.54
2008,Essential hypertension and hypertensive renal disease,Louisiana,372,8.67
2008,Homicide,Louisiana,541,12.15
2008,Influenza and pneumonia,Louisiana,894,21.03
2008,Kidney Disease,Louisiana,1195,27.72
2008,Parkinson's disease,Louisiana,254,6.2
2008,Pneumonitis due to solids and liquids,Louisiana,247,5.87
2008,Septicemia,Louisiana,831,19.24
2008,Stroke,Louisiana,2084,48.56
2008,Suicide,Louisiana,532,12
2008,Unintentional Injuries,Louisiana,2409,54.88
2008,All Causes,Maine,12541,759.4
2008,Alzheimer's disease,Maine,450,26.32
2008,Cancer,Maine,3093,185
2008,Chronic liver disease and cirrhosis,Maine,138,8.16
2008,Chronic lower respiratory disease,Maine,794,47.77
2008,Diabetes,Maine,344,20.81
2008,Diseases of Heart,Maine,2785,164.63
2008,Essential hypertension and hypertensive renal disease,Maine,67,3.94
2008,Homicide,Maine,34,2.7
2008,Influenza and pneumonia,Maine,263,15.55
2008,Kidney Disease,Maine,263,15.59
2008,Parkinson's disease,Maine,114,6.83
2008,Pneumonitis due to solids and liquids,Maine,103,6.16
2008,Septicemia,Maine,133,7.96
2008,Stroke,Maine,671,40.43
2008,Suicide,Maine,181,12.72
2008,Unintentional Injuries,Maine,628,43.41
2008,All Causes,Maryland,43892,769.6
2008,Alzheimer's disease,Maryland,1016,18.2
2008,Cancer,Maryland,10360,180.06
2008,Chronic liver disease and cirrhosis,Maryland,408,6.71
2008,Chronic lower respiratory disease,Maryland,1982,35.75
2008,Diabetes,Maryland,1239,21.62
2008,Diseases of Heart,Maryland,11157,195.12
2008,Essential hypertension and hypertensive renal disease,Maryland,441,7.72
2008,Homicide,Maryland,523,9.26
2008,Influenza and pneumonia,Maryland,1008,17.9
2008,Kidney Disease,Maryland,775,13.66
2008,Parkinson's disease,Maryland,351,6.46
2008,Pneumonitis due to solids and liquids,Maryland,313,5.62
2008,Septicemia,Maryland,1000,17.47
2008,Stroke,Maryland,2330,41.39
2008,Suicide,Maryland,507,8.66
2008,Unintentional Injuries,Maryland,1465,25.59
2008,All Causes,Massachusetts,53518,706.1
2008,Alzheimer's disease,Massachusetts,1832,22.45
2008,Cancer,Massachusetts,13031,177.23
2008,Chronic liver disease and cirrhosis,Massachusetts,598,8.22
2008,Chronic lower respiratory disease,Massachusetts,2587,34.53
2008,Diabetes,Massachusetts,1079,14.48
2008,Diseases of Heart,Massachusetts,12776,164.08
2008,Essential hypertension and hypertensive renal disease,Massachusetts,452,5.82
2008,Homicide,Massachusetts,167,2.57
2008,Influenza and pneumonia,Massachusetts,1598,20.08
2008,Kidney Disease,Massachusetts,1377,17.91
2008,Parkinson's disease,Massachusetts,423,5.59
2008,Pneumonitis due to solids and liquids,Massachusetts,547,6.91
2008,Septicemia,Massachusetts,782,10.4
2008,Stroke,Massachusetts,2747,35.1
2008,Suicide,Massachusetts,509,7.54
2008,Unintentional Injuries,Massachusetts,2040,28.96
2008,All Causes,Michigan,88445,812
2008,Alzheimer's disease,Michigan,2739,24.83
2008,Cancer,Michigan,20211,184.41
2008,Chronic liver disease and cirrhosis,Michigan,1084,9.69
2008,Chronic lower respiratory disease,Michigan,5185,47.83
2008,Diabetes,Michigan,2752,25.22
2008,Diseases of Heart,Michigan,24344,220.55
2008,Essential hypertension and hypertensive renal disease,Michigan,899,8.16
2008,Homicide,Michigan,644,6.64
2008,Influenza and pneumonia,Michigan,1853,16.89
2008,Kidney Disease,Michigan,1663,15.18
2008,Parkinson's disease,Michigan,766,7.13
2008,Pneumonitis due to solids and liquids,Michigan,491,4.48
2008,Septicemia,Michigan,1007,9.22
2008,Stroke,Michigan,4769,43.42
2008,Suicide,Michigan,1180,11.75
2008,Unintentional Injuries,Michigan,3685,35.68
2008,All Causes,Minnesota,38499,674
2008,Alzheimer's disease,Minnesota,1344,22.33
2008,Cancer,Minnesota,9446,170.23
2008,Chronic liver disease and cirrhosis,Minnesota,380,6.74
2008,Chronic lower respiratory disease,Minnesota,2096,37.83
2008,Diabetes,Minnesota,1087,19.13
2008,Diseases of Heart,Minnesota,7367,126.64
2008,Essential hypertension and hypertensive renal disease,Minnesota,509,8.61
2008,Homicide,Minnesota,128,2.5
2008,Influenza and pneumonia,Minnesota,745,12.52
2008,Kidney Disease,Minnesota,813,14.05
2008,Parkinson's disease,Minnesota,466,8.28
2008,Pneumonitis due to solids and liquids,Minnesota,257,4.41
2008,Septicemia,Minnesota,320,5.56
2008,Stroke,Minnesota,2199,37.73
2008,Suicide,Minnesota,596,11.15
2008,Unintentional Injuries,Minnesota,2010,36.18
2008,All Causes,Mississippi,28984,982.8
2008,Alzheimer's disease,Mississippi,916,32.88
2008,Cancer,Mississippi,6166,202.85
2008,Chronic liver disease and cirrhosis,Mississippi,269,8.63
2008,Chronic lower respiratory disease,Mississippi,1520,51.56
2008,Diabetes,Mississippi,758,25.27
2008,Diseases of Heart,Mississippi,7997,273.19
2008,Essential hypertension and hypertensive renal disease,Mississippi,459,15.78
2008,Homicide,Mississippi,330,11.28
2008,Influenza and pneumonia,Mississippi,626,21.87
2008,Kidney Disease,Mississippi,723,24.62
2008,Parkinson's disease,Mississippi,152,5.44
2008,Pneumonitis due to solids and liquids,Mississippi,178,6.27
2008,Septicemia,Mississippi,585,19.72
2008,Stroke,Mississippi,1592,54.72
2008,Suicide,Mississippi,409,13.89
2008,Unintentional Injuries,Mississippi,1693,57.81
2008,All Causes,Missouri,56578,861.3
2008,Alzheimer's disease,Missouri,2010,29.96
2008,Cancer,Missouri,12523,189.49
2008,Chronic liver disease and cirrhosis,Missouri,514,7.82
2008,Chronic lower respiratory disease,Missouri,3765,57.38
2008,Diabetes,Missouri,1348,20.44
2008,Diseases of Heart,Missouri,14644,219.79
2008,Essential hypertension and hypertensive renal disease,Missouri,504,7.51
2008,Homicide,Missouri,482,8.35
2008,Influenza and pneumonia,Missouri,1414,21.28
2008,Kidney Disease,Missouri,1274,19.11
2008,Parkinson's disease,Missouri,484,7.4
2008,Pneumonitis due to solids and liquids,Missouri,504,7.55
2008,Septicemia,Missouri,814,12.45
2008,Stroke,Missouri,3261,49.16
2008,Suicide,Missouri,779,12.95
2008,Unintentional Injuries,Missouri,2997,48.93
2008,All Causes,Montana,8913,788.7
2008,Alzheimer's disease,Montana,294,25.44
2008,Cancer,Montana,1862,161.26
2008,Chronic liver disease and cirrhosis,Montana,136,12.3
2008,Chronic lower respiratory disease,Montana,691,60.99
2008,Diabetes,Montana,254,22.31
2008,Diseases of Heart,Montana,1975,170.6
2008,Essential hypertension and hypertensive renal disease,Montana,48,4.13
2008,Homicide,Montana,40,4.2
2008,Influenza and pneumonia,Montana,168,14.55
2008,Kidney Disease,Montana,151,13.12
2008,Parkinson's disease,Montana,84,7.44
2008,Pneumonitis due to solids and liquids,Montana,57,4.87
2008,Septicemia,Montana,68,6.03
2008,Stroke,Montana,466,40.28
2008,Suicide,Montana,203,20.6
2008,Unintentional Injuries,Montana,592,59.07
2008,All Causes,Nebraska,15461,751.3
2008,Alzheimer's disease,Nebraska,610,27.26
2008,Cancer,Nebraska,3376,169.74
2008,Chronic liver disease and cirrhosis,Nebraska,135,7.04
2008,Chronic lower respiratory disease,Nebraska,1047,51.59
2008,Diabetes,Nebraska,470,23.23
2008,Diseases of Heart,Nebraska,3459,163.19
2008,Essential hypertension and hypertensive renal disease,Nebraska,179,8.34
2008,Homicide,Nebraska,78,4.34
2008,Influenza and pneumonia,Nebraska,366,16.96
2008,Kidney Disease,Nebraska,270,12.77
2008,Parkinson's disease,Nebraska,167,7.99
2008,Pneumonitis due to solids and liquids,Nebraska,98,4.63
2008,Septicemia,Nebraska,122,6.05
2008,Stroke,Nebraska,863,40.95
2008,Suicide,Nebraska,191,10.6
2008,Unintentional Injuries,Nebraska,714,37.09
2008,All Causes,Nevada,19335,828.7
2008,Alzheimer's disease,Nevada,279,14.45
2008,Cancer,Nevada,4404,179.41
2008,Chronic liver disease and cirrhosis,Nevada,323,11.68
2008,Chronic lower respiratory disease,Nevada,1257,56.4
2008,Diabetes,Nevada,373,15.59
2008,Diseases of Heart,Nevada,4646,201.98
2008,Essential hypertension and hypertensive renal disease,Nevada,129,6.24
2008,Homicide,Nevada,161,5.97
2008,Influenza and pneumonia,Nevada,496,21.96
2008,Kidney Disease,Nevada,456,20.01
2008,Parkinson's disease,Nevada,119,5.82
2008,Pneumonitis due to solids and liquids,Nevada,90,4.41
2008,Septicemia,Nevada,347,14.88
2008,Stroke,Nevada,906,40.84
2008,Suicide,Nevada,528,19.74
2008,Unintentional Injuries,Nevada,1134,43.99
2008,All Causes,New Hampshire,10268,715.3
2008,Alzheimer's disease,New Hampshire,393,27.38
2008,Cancer,New Hampshire,2576,177.31
2008,Chronic liver disease and cirrhosis,New Hampshire,120,7.85
2008,Chronic lower respiratory disease,New Hampshire,688,48.83
2008,Diabetes,New Hampshire,297,20.6
